   Frequency       O5aStrain        O5bStrain       O5cStrain
   5.7443400e+00   1.4250657e-18   7.1253286e-19   2.8501317e-19
   5.7496400e+00   1.4209039e-18   7.1045195e-19   2.8418081e-19
   5.7549500e+00   1.4162781e-18   7.0813906e-19   2.8325565e-19
   5.7602700e+00   1.4111885e-18   7.0559423e-19   2.8223772e-19
   5.7655900e+00   1.4056337e-18   7.0281686e-19   2.8112677e-19
   5.7709200e+00   1.4000420e-18   7.0002100e-19   2.8000843e-19
   5.7762500e+00   1.3944463e-18   6.9722313e-19   2.7888928e-19
   5.7815800e+00   1.3888446e-18   6.9442231e-19   2.7776895e-19
   5.7869200e+00   1.3832380e-18   6.9161898e-19   2.7664762e-19
   5.7922700e+00   1.3776252e-18   6.8881261e-19   2.7552508e-19
   5.7976200e+00   1.3720086e-18   6.8600432e-19   2.7440176e-19
   5.8029700e+00   1.3663861e-18   6.8319303e-19   2.7327724e-19
   5.8083300e+00   1.3607595e-18   6.8037978e-19   2.7215194e-19
   5.8137000e+00   1.3551270e-18   6.7756352e-19   2.7102544e-19
   5.8190700e+00   1.3494895e-18   6.7474477e-19   2.6989794e-19
   5.8244400e+00   1.3438473e-18   6.7192364e-19   2.6876949e-19
   5.8298200e+00   1.3381998e-18   6.6909992e-19   2.6764000e-19
   5.8352100e+00   1.3325464e-18   6.6627320e-19   2.6650931e-19
   5.8406000e+00   1.3268880e-18   6.6344402e-19   2.6537764e-19
   5.8459900e+00   1.3212246e-18   6.6061233e-19   2.6424496e-19
   5.8513900e+00   1.3155553e-18   6.5777765e-19   2.6311109e-19
   5.8568000e+00   1.3098809e-18   6.5494044e-19   2.6197621e-19
   5.8622100e+00   1.3042016e-18   6.5210078e-19   2.6084034e-19
   5.8676200e+00   1.2990402e-18   6.4952012e-19   2.5980808e-19
   5.8730400e+00   1.2946910e-18   6.4734549e-19   2.5893823e-19
   5.8784700e+00   1.2911557e-18   6.4557787e-19   2.5823118e-19
   5.8839000e+00   1.2884347e-18   6.4421737e-19   2.5768698e-19
   5.8893300e+00   1.2865285e-18   6.4326427e-19   2.5730574e-19
   5.8947700e+00   1.2849144e-18   6.4245719e-19   2.5698291e-19
   5.9002200e+00   1.2832992e-18   6.4164961e-19   2.5665988e-19
   5.9056700e+00   1.2816821e-18   6.4084105e-19   2.5633645e-19
   5.9111200e+00   1.2800640e-18   6.4003201e-19   2.5601283e-19
   5.9165800e+00   1.2784439e-18   6.3922195e-19   2.5568881e-19
   5.9220500e+00   1.2768228e-18   6.3841142e-19   2.5536460e-19
   5.9275200e+00   1.2752008e-18   6.3760041e-19   2.5504020e-19
   5.9329900e+00   1.2735768e-18   6.3678839e-19   2.5471539e-19
   5.9384700e+00   1.2719508e-18   6.3597541e-19   2.5439019e-19
   5.9439600e+00   1.2703239e-18   6.3516193e-19   2.5406480e-19
   5.9494500e+00   1.2686957e-18   6.3434784e-19   2.5373917e-19
   5.9549400e+00   1.2670658e-18   6.3353289e-19   2.5341319e-19
   5.9604400e+00   1.2654349e-18   6.3271745e-19   2.5308701e-19
   5.9659500e+00   1.2638021e-18   6.3190108e-19   2.5276046e-19
   5.9714600e+00   1.2621683e-18   6.3108415e-19   2.5243369e-19
   5.9769800e+00   1.2605326e-18   6.3026631e-19   2.5210655e-19
   5.9825000e+00   1.2588948e-18   6.2944742e-19   2.5177900e-19
   5.9880200e+00   1.2572561e-18   6.2862803e-19   2.5145124e-19
   5.9935500e+00   1.2559032e-18   6.2795159e-19   2.5118066e-19
   5.9990900e+00   1.2548934e-18   6.2744673e-19   2.5097872e-19
   6.0046300e+00   1.2542267e-18   6.2711337e-19   2.5084538e-19
   6.0101800e+00   1.2539041e-18   6.2695205e-19   2.5078085e-19
   6.0157300e+00   1.2539244e-18   6.2696222e-19   2.5078492e-19
   6.0212900e+00   1.2540018e-18   6.2700090e-19   2.5080039e-19
   6.0268500e+00   1.2540794e-18   6.2703969e-19   2.5081590e-19
   6.0324200e+00   1.2541568e-18   6.2707839e-19   2.5083138e-19
   6.0379900e+00   1.2542342e-18   6.2711710e-19   2.5084687e-19
   6.0435600e+00   1.2543117e-18   6.2715583e-19   2.5086236e-19
   6.0491500e+00   1.2543901e-18   6.2719507e-19   2.5087806e-19
   6.0547300e+00   1.2544676e-18   6.2723379e-19   2.5089354e-19
   6.0603300e+00   1.2545451e-18   6.2727254e-19   2.5090905e-19
   6.0659300e+00   1.2546236e-18   6.2731181e-19   2.5092475e-19
   6.0715300e+00   1.2547023e-18   6.2735114e-19   2.5094048e-19
   6.0771400e+00   1.2547798e-18   6.2738993e-19   2.5095600e-19
   6.0827500e+00   1.2548585e-18   6.2742923e-19   2.5097172e-19
   6.0883700e+00   1.2549371e-18   6.2746856e-19   2.5098745e-19
   6.0939900e+00   1.2550158e-18   6.2750788e-19   2.5100318e-19
   6.0996200e+00   1.2550944e-18   6.2754722e-19   2.5101891e-19
   6.1052600e+00   1.2551732e-18   6.2758661e-19   2.5103467e-19
   6.1108900e+00   1.2552519e-18   6.2762596e-19   2.5105041e-19
   6.1165400e+00   1.2546526e-18   6.2732633e-19   2.5093056e-19
   6.1221900e+00   1.2527044e-18   6.2635222e-19   2.5054092e-19
   6.1278400e+00   1.2494062e-18   6.2470311e-19   2.4988127e-19
   6.1335000e+00   1.2447572e-18   6.2237860e-19   2.4895147e-19
   6.1391700e+00   1.2387550e-18   6.1937751e-19   2.4775103e-19
   6.1448400e+00   1.2320778e-18   6.1603893e-19   2.4641560e-19
   6.1505200e+00   1.2253935e-18   6.1269674e-19   2.4507872e-19
   6.1562000e+00   1.2187033e-18   6.0935167e-19   2.4374070e-19
   6.1618800e+00   1.2120072e-18   6.0600362e-19   2.4240148e-19
   6.1675800e+00   1.2053050e-18   6.0265250e-19   2.4106103e-19
   6.1732700e+00   1.1985959e-18   5.9929797e-19   2.3971921e-19
   6.1789700e+00   1.1918809e-18   5.9594044e-19   2.3837620e-19
   6.1846800e+00   1.1851599e-18   5.9257994e-19   2.3703200e-19
   6.1904000e+00   1.1784329e-18   5.8921644e-19   2.3568660e-19
   6.1961100e+00   1.1716988e-18   5.8584938e-19   2.3433978e-19
   6.2018400e+00   1.1649588e-18   5.8247940e-19   2.3299179e-19
   6.2075700e+00   1.1582129e-18   5.7910643e-19   2.3164260e-19
   6.2133000e+00   1.1514610e-18   5.7573048e-19   2.3029222e-19
   6.2190400e+00   1.1447021e-18   5.7235103e-19   2.2894044e-19
   6.2247800e+00   1.1379372e-18   5.6896859e-19   2.2758746e-19
   6.2305300e+00   1.1311663e-18   5.6558314e-19   2.2623328e-19
   6.2362900e+00   1.1243894e-18   5.6219472e-19   2.2487791e-19
   6.2420500e+00   1.1168766e-18   5.5843830e-19   2.2337535e-19
   6.2478100e+00   1.1081827e-18   5.5409136e-19   2.2163657e-19
   6.2535800e+00   1.0983069e-18   5.4915346e-19   2.1966141e-19
   6.2593600e+00   1.0872481e-18   5.4362404e-19   2.1744964e-19
   6.2651400e+00   1.0750043e-18   5.3750216e-19   2.1500089e-19
   6.2709300e+00   1.0623036e-18   5.3115180e-19   2.1246075e-19
   6.2767200e+00   1.0495919e-18   5.2479594e-19   2.0991840e-19
   6.2825200e+00   1.0368682e-18   5.1843409e-19   2.0737367e-19
   6.2883200e+00   1.0241325e-18   5.1206626e-19   2.0482653e-19
   6.2941300e+00   1.0113849e-18   5.0569243e-19   2.0227700e-19
   6.2999500e+00   9.9862621e-19   4.9931311e-19   1.9972527e-19
   6.3057600e+00   9.8585561e-19   4.9292781e-19   1.9717115e-19
   6.3115900e+00   9.7307302e-19   4.8653651e-19   1.9461464e-19
   6.3174200e+00   9.6027844e-19   4.8013922e-19   1.9205572e-19
   6.3232500e+00   9.4747189e-19   4.7373595e-19   1.8949441e-19
   6.3291000e+00   9.3465435e-19   4.6732718e-19   1.8693090e-19
   6.3349400e+00   9.2182383e-19   4.6091192e-19   1.8436480e-19
   6.3407900e+00   9.0898234e-19   4.5449117e-19   1.8179650e-19
   6.3466500e+00   8.9612885e-19   4.4806443e-19   1.7922580e-19
   6.3525100e+00   8.8326430e-19   4.4163216e-19   1.7665290e-19
   6.3583800e+00   8.7038686e-19   4.3519343e-19   1.7407741e-19
   6.3642500e+00   8.5762143e-19   4.2881072e-19   1.7152432e-19
   6.3701300e+00   8.4555609e-19   4.2277805e-19   1.6911125e-19
   6.3760200e+00   8.3419169e-19   4.1709585e-19   1.6683837e-19
   6.3819100e+00   8.2352931e-19   4.1176466e-19   1.6470590e-19
   6.3878000e+00   8.1357000e-19   4.0678501e-19   1.6271404e-19
   6.3937000e+00   8.0419066e-19   4.0209534e-19   1.6083817e-19
   6.3996100e+00   7.9480237e-19   3.9740119e-19   1.5896051e-19
   6.4055200e+00   7.8540606e-19   3.9270304e-19   1.5708125e-19
   6.4114300e+00   7.7600077e-19   3.8800039e-19   1.5520019e-19
   6.4173600e+00   7.6658757e-19   3.8329379e-19   1.5331755e-19
   6.4232800e+00   7.5716531e-19   3.7858266e-19   1.5143310e-19
   6.4292200e+00   7.4773507e-19   3.7386754e-19   1.4954705e-19
   6.4351600e+00   7.3829575e-19   3.6914788e-19   1.4765919e-19
   6.4411000e+00   7.2884754e-19   3.6442378e-19   1.4576955e-19
   6.4470500e+00   7.1939029e-19   3.5969515e-19   1.4387810e-19
   6.4530000e+00   7.0992412e-19   3.5496207e-19   1.4198486e-19
   6.4589700e+00   7.0044897e-19   3.5022449e-19   1.4008983e-19
   6.4649300e+00   6.9096589e-19   3.4548295e-19   1.3819322e-19
   6.4709000e+00   6.8147377e-19   3.4073689e-19   1.3629480e-19
   6.4768800e+00   6.7197260e-19   3.3598631e-19   1.3439456e-19
   6.4828600e+00   6.6246352e-19   3.3123177e-19   1.3249275e-19
   6.4888500e+00   6.5294545e-19   3.2647273e-19   1.3058913e-19
   6.4948400e+00   6.4341640e-19   3.2170820e-19   1.2868332e-19
   6.5008400e+00   6.3387636e-19   3.1693819e-19   1.2677532e-19
   6.5068500e+00   6.2432534e-19   3.1216267e-19   1.2486511e-19
   6.5128600e+00   6.1476431e-19   3.0738216e-19   1.2295291e-19
   6.5188700e+00   6.0519232e-19   3.0259616e-19   1.2103851e-19
   6.5249000e+00   5.9561137e-19   2.9780569e-19   1.1912232e-19
   6.5309200e+00   5.8602242e-19   2.9301122e-19   1.1720453e-19
   6.5369600e+00   5.7642448e-19   2.8821225e-19   1.1528494e-19
   6.5429900e+00   5.6681652e-19   2.8340827e-19   1.1336335e-19
   6.5490400e+00   5.5720061e-19   2.7860031e-19   1.1144017e-19
   6.5550900e+00   5.4757473e-19   2.7378737e-19   1.0951500e-19
   6.5611400e+00   5.3793986e-19   2.6896993e-19   1.0758802e-19
   6.5672000e+00   5.2829649e-19   2.6414825e-19   1.0565935e-19
   6.5732700e+00   5.1864463e-19   2.5932232e-19   1.0372898e-19
   6.5793400e+00   5.0898341e-19   2.5449171e-19   1.0179673e-19
   6.5854200e+00   4.9931409e-19   2.4965705e-19   9.9862872e-20
   6.5915000e+00   4.8963587e-19   2.4481794e-19   9.7927228e-20
   6.5975900e+00   4.7994848e-19   2.3997425e-19   9.5989752e-20
   6.6036800e+00   4.7025207e-19   2.3512604e-19   9.4050470e-20
   6.6097800e+00   4.6054682e-19   2.3027342e-19   9.2109421e-20
   6.6158900e+00   4.5118028e-19   2.2559015e-19   9.0236114e-20
   6.6220000e+00   4.4248800e-19   2.2124401e-19   8.8497658e-20
   6.6281200e+00   4.3447068e-19   2.1723535e-19   8.6894197e-20
   6.6342400e+00   4.2712896e-19   2.1356449e-19   8.5425853e-20
   6.6403700e+00   4.2046348e-19   2.1023175e-19   8.4092758e-20
   6.6465000e+00   4.1412711e-19   2.0706356e-19   8.2825485e-20
   6.6526400e+00   4.0778494e-19   2.0389248e-19   8.1557050e-20
   6.6587800e+00   4.0143690e-19   2.0071846e-19   8.0287444e-20
   6.6649300e+00   3.9508300e-19   1.9754151e-19   7.9016664e-20
   6.6710900e+00   3.8872329e-19   1.9436165e-19   7.7744724e-20
   6.6772500e+00   3.8235770e-19   1.9117886e-19   7.6471605e-20
   6.6834200e+00   3.7598624e-19   1.8799313e-19   7.5197314e-20
   6.6895900e+00   3.6960897e-19   1.8480449e-19   7.3921862e-20
   6.6957700e+00   3.6322580e-19   1.8161291e-19   7.2645230e-20
   6.7019600e+00   3.5683666e-19   1.7841834e-19   7.1367403e-20
   6.7081500e+00   3.5044174e-19   1.7522088e-19   7.0088419e-20
   6.7143500e+00   3.4404083e-19   1.7202043e-19   6.8808238e-20
   6.7205500e+00   3.3763404e-19   1.6881703e-19   6.7526880e-20
   6.7267500e+00   3.3122138e-19   1.6561070e-19   6.6244351e-20
   6.7329700e+00   3.2480281e-19   1.6240142e-19   6.4960638e-20
   6.7391900e+00   3.1847036e-19   1.5923519e-19   6.3694148e-20
   6.7454100e+00   3.1248159e-19   1.5624080e-19   6.2496395e-20
   6.7516400e+00   3.0683665e-19   1.5341834e-19   6.1367410e-20
   6.7578800e+00   3.0153596e-19   1.5076799e-19   6.0307271e-20
   6.7641200e+00   2.9657985e-19   1.4828994e-19   5.9316051e-20
   6.7703700e+00   2.9187646e-19   1.4593824e-19   5.8375374e-20
   6.7766200e+00   2.8716870e-19   1.4358436e-19   5.7433824e-20
   6.7828800e+00   2.8245664e-19   1.4122833e-19   5.6491411e-20
   6.7891500e+00   2.7774022e-19   1.3887012e-19   5.5548129e-20
   6.7954200e+00   2.7301948e-19   1.3650975e-19   5.4603982e-20
   6.8017000e+00   2.6829445e-19   1.3414724e-19   5.3658978e-20
   6.8079800e+00   2.6356503e-19   1.3178252e-19   5.2713094e-20
   6.8142700e+00   2.5883132e-19   1.2941567e-19   5.1766355e-20
   6.8205600e+00   2.5409314e-19   1.2704658e-19   5.0818720e-20
   6.8268600e+00   2.4935056e-19   1.2467529e-19   4.9870206e-20
   6.8331700e+00   2.4460370e-19   1.2230186e-19   4.8920834e-20
   6.8394800e+00   2.3985243e-19   1.1992623e-19   4.7970583e-20
   6.8458000e+00   2.3509679e-19   1.1754841e-19   4.7019456e-20
   6.8521200e+00   2.3033685e-19   1.1516844e-19   4.6067469e-20
   6.8584500e+00   2.2557253e-19   1.1278628e-19   4.5114607e-20
   6.8647800e+00   2.2090222e-19   1.1045113e-19   4.4180548e-20
   6.8711300e+00   2.1648057e-19   1.0824030e-19   4.3296219e-20
   6.8774700e+00   2.1230769e-19   1.0615386e-19   4.2461644e-20
   6.8838200e+00   2.0838392e-19   1.0419197e-19   4.1676892e-20
   6.8901800e+00   2.0470946e-19   1.0235475e-19   4.0942002e-20
   6.8965500e+00   2.0118602e-19   1.0059302e-19   4.0237314e-20
   6.9029200e+00   1.9765935e-19   9.8829691e-20   3.9531983e-20
   6.9092900e+00   1.9412953e-19   9.7064779e-20   3.8826019e-20
   6.9156800e+00   1.9059640e-19   9.5298215e-20   3.8119396e-20
   6.9220600e+00   1.8706000e-19   9.3530016e-20   3.7412118e-20
   6.9284600e+00   1.8352041e-19   9.1760220e-20   3.6704201e-20
   6.9348600e+00   1.7997749e-19   8.9988763e-20   3.5995620e-20
   6.9412600e+00   1.7643133e-19   8.8215679e-20   3.5286388e-20
   6.9476800e+00   1.7288191e-19   8.6440972e-20   3.4576508e-20
   6.9540900e+00   1.6932927e-19   8.4664651e-20   3.3865981e-20
   6.9605200e+00   1.6577333e-19   8.2886683e-20   3.3154796e-20
   6.9669500e+00   1.6221422e-19   8.1107129e-20   3.2442977e-20
   6.9733800e+00   1.5865171e-19   7.9325874e-20   3.1730477e-20
   6.9798200e+00   1.5508603e-19   7.7543031e-20   3.1017342e-20
   6.9862700e+00   1.5151694e-19   7.5758486e-20   3.0303527e-20
   6.9927200e+00   1.4817232e-19   7.4086178e-20   2.9634606e-20
   6.9991800e+00   1.4508525e-19   7.2542642e-20   2.9017194e-20
   7.0056500e+00   1.4225609e-19   7.1128062e-20   2.8451364e-20
   7.0121200e+00   1.3968495e-19   6.9842496e-20   2.7937140e-20
   7.0185900e+00   1.3737221e-19   6.8686125e-20   2.7474593e-20
   7.0250800e+00   1.3509039e-19   6.7545215e-20   2.7018231e-20
   7.0315700e+00   1.3280637e-19   6.6403204e-20   2.6561429e-20
   7.0380600e+00   1.3052026e-19   6.5260150e-20   2.6104209e-20
   7.0445600e+00   1.2823203e-19   6.4116036e-20   2.5646566e-20
   7.0510700e+00   1.2594174e-19   6.2970890e-20   2.5188510e-20
   7.0575800e+00   1.2364936e-19   6.1824700e-20   2.4730036e-20
   7.0641000e+00   1.2135488e-19   6.0677463e-20   2.4271144e-20
   7.0706300e+00   1.1905834e-19   5.9529192e-20   2.3811838e-20
   7.0771600e+00   1.1675969e-19   5.8379866e-20   2.3352110e-20
   7.0837000e+00   1.1445884e-19   5.7229444e-20   2.2891944e-20
   7.0902400e+00   1.1215595e-19   5.6077997e-20   2.2431368e-20
   7.0967900e+00   1.0985082e-19   5.4925435e-20   2.1970346e-20
   7.1033400e+00   1.0754367e-19   5.3771858e-20   2.1508918e-20
   7.1099000e+00   1.0523436e-19   5.2617206e-20   2.1047060e-20
   7.1164700e+00   1.0311826e-19   5.1559157e-20   2.0623844e-20
   7.1230400e+00   1.0127801e-19   5.0639031e-20   2.0255796e-20
   7.1296200e+00   9.9714031e-20   4.9857041e-20   1.9943002e-20
   7.1362100e+00   9.8426469e-20   4.9213261e-20   1.9685492e-20
   7.1428000e+00   9.7415610e-20   4.8707831e-20   1.9483321e-20
   7.1494000e+00   9.6486411e-20   4.8243232e-20   1.9297483e-20
   7.1560000e+00   9.5556466e-20   4.7778260e-20   1.9111495e-20
   7.1626100e+00   9.4625733e-20   4.7312893e-20   1.8925349e-20
   7.1692300e+00   9.3694044e-20   4.6847049e-20   1.8739013e-20
   7.1758500e+00   9.2761528e-20   4.6380791e-20   1.8552511e-20
   7.1824800e+00   9.1828153e-20   4.5914104e-20   1.8365837e-20
   7.1891100e+00   9.0862312e-20   4.5431183e-20   1.8172671e-20
   7.1957500e+00   8.9895547e-20   4.4947801e-20   1.7979319e-20
   7.2024000e+00   8.8928016e-20   4.4464035e-20   1.7785814e-20
   7.2090500e+00   8.7959591e-20   4.3979824e-20   1.7592131e-20
   7.2157100e+00   8.6990329e-20   4.3495193e-20   1.7398280e-20
   7.2223800e+00   8.6020212e-20   4.3010134e-20   1.7204258e-20
   7.2290500e+00   8.5049177e-20   4.2524617e-20   1.7010053e-20
   7.2357300e+00   8.4077270e-20   4.2038664e-20   1.6815673e-20
   7.2424100e+00   8.3114014e-20   4.1557036e-20   1.6623024e-20
   7.2491000e+00   8.2161018e-20   4.1080538e-20   1.6432426e-20
   7.2558000e+00   8.1218125e-20   4.0609092e-20   1.6243850e-20
   7.2625000e+00   8.0285493e-20   4.0142776e-20   1.6057325e-20
   7.2692100e+00   7.9363108e-20   3.9681584e-20   1.5872850e-20
   7.2759200e+00   7.8441533e-20   3.9220797e-20   1.5688537e-20
   7.2826400e+00   7.7518960e-20   3.8759511e-20   1.5504024e-20
   7.2893700e+00   7.6563984e-20   3.8282023e-20   1.5313031e-20
   7.2961000e+00   7.5608161e-20   3.7804111e-20   1.5121868e-20
   7.3028400e+00   7.4651442e-20   3.7325753e-20   1.4930527e-20
   7.3095900e+00   7.3693888e-20   3.6846976e-20   1.4739018e-20
   7.3163400e+00   7.2735475e-20   3.6367770e-20   1.4547338e-20
   7.3231000e+00   7.1776309e-20   3.5888187e-20   1.4355507e-20
   7.3298600e+00   7.0816300e-20   3.5408182e-20   1.4163507e-20
   7.3366300e+00   6.9855467e-20   3.4927766e-20   1.3971343e-20
   7.3434100e+00   6.8893763e-20   3.4446915e-20   1.3779005e-20
   7.3501900e+00   6.7931364e-20   3.3965716e-20   1.3586528e-20
   7.3569800e+00   6.6968033e-20   3.3484050e-20   1.3393865e-20
   7.3637800e+00   6.6026037e-20   3.3013053e-20   1.3205468e-20
   7.3705800e+00   6.5146686e-20   3.2573378e-20   1.3029601e-20
   7.3773900e+00   6.4329698e-20   3.2164884e-20   1.2866205e-20
   7.3842000e+00   6.3575438e-20   3.1787755e-20   1.2715356e-20
   7.3910200e+00   6.2851998e-20   3.1426035e-20   1.2570670e-20
   7.3978500e+00   6.2169159e-20   3.1084615e-20   1.2434104e-20
   7.4046800e+00   6.1485575e-20   3.0742824e-20   1.2297389e-20
   7.4115200e+00   6.0801641e-20   3.0400857e-20   1.2160604e-20
   7.4183700e+00   6.0117068e-20   3.0058571e-20   1.2023692e-20
   7.4252200e+00   5.9431942e-20   2.9716008e-20   1.1886669e-20
   7.4320800e+00   5.8747079e-20   2.9373577e-20   1.1749699e-20
   7.4389400e+00   5.8060927e-20   2.9030501e-20   1.1612470e-20
   7.4458100e+00   5.7376092e-20   2.8688084e-20   1.1475506e-20
   7.4526900e+00   5.6688860e-20   2.8344468e-20   1.1338062e-20
   7.4595800e+00   5.6001165e-20   2.8000621e-20   1.1200525e-20
   7.4664700e+00   5.5310567e-20   2.7655322e-20   1.1062408e-20
   7.4733600e+00   5.4621718e-20   2.7310899e-20   1.0924641e-20
   7.4802700e+00   5.3931897e-20   2.6965988e-20   1.0786680e-20
   7.4871800e+00   5.3209962e-20   2.6605021e-20   1.0642296e-20
   7.4940900e+00   5.2485333e-20   2.6242707e-20   1.0497373e-20
   7.5010100e+00   5.1757767e-20   2.5878925e-20   1.0351863e-20
   7.5079400e+00   5.1027555e-20   2.5513819e-20   1.0205824e-20
   7.5148800e+00   5.0294349e-20   2.5147217e-20   1.0059186e-20
   7.5218200e+00   4.9590295e-20   2.4795190e-20   9.9183784e-21
   7.5287700e+00   4.8885868e-20   2.4442977e-20   9.7774966e-21
   7.5357200e+00   4.8180698e-20   2.4090393e-20   9.6364662e-21
   7.5426800e+00   4.7474815e-20   2.3737452e-20   9.4952933e-21
   7.5496500e+00   4.6768523e-20   2.3384306e-20   9.3540387e-21
   7.5566200e+00   4.6061547e-20   2.3030819e-20   9.2126474e-21
   7.5636000e+00   4.5354132e-20   2.2677112e-20   9.0711684e-21
   7.5705900e+00   4.4646479e-20   2.2323285e-20   8.9296418e-21
   7.5775800e+00   4.3937950e-20   2.1969022e-20   8.7879404e-21
   7.5845800e+00   4.3197242e-20   2.1598669e-20   8.6398036e-21
   7.5915900e+00   4.2456406e-20   2.1228251e-20   8.4916412e-21
   7.5986000e+00   4.1714605e-20   2.0857351e-20   8.3432861e-21
   7.6056200e+00   4.0971505e-20   2.0485802e-20   8.1946715e-21
   7.6126400e+00   4.0238358e-20   2.0119229e-20   8.0480474e-21
   7.6196700e+00   3.9544668e-20   1.9772385e-20   7.9093146e-21
   7.6267100e+00   3.8922520e-20   1.9461312e-20   7.7848897e-21
   7.6337600e+00   3.8340035e-20   1.9170070e-20   7.6683972e-21
   7.6408100e+00   3.7797411e-20   1.8898758e-20   7.5598765e-21
   7.6478700e+00   3.7284839e-20   1.8642473e-20   7.4573661e-21
   7.6549300e+00   3.6771772e-20   1.8385940e-20   7.3547567e-21
   7.6620000e+00   3.6258438e-20   1.8129273e-20   7.2520942e-21
   7.6690800e+00   3.5744556e-20   1.7872333e-20   7.1493222e-21
   7.6761600e+00   3.5230479e-20   1.7615295e-20   7.0465113e-21
   7.6832500e+00   3.4684396e-20   1.7342254e-20   6.9372997e-21
   7.6903500e+00   3.4138023e-20   1.7069068e-20   6.8280303e-21
   7.6974500e+00   3.3591294e-20   1.6795705e-20   6.7186898e-21
   7.7045600e+00   3.3044215e-20   1.6522166e-20   6.6092797e-21
